ncbi_taxon_id,presented_samples,nr_phenotypes,pct_of_all_samples,name,dblinks,files
286,5092,56,13.5606,Pseudomonas,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 51 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/286/Pseudomonas""}]","['Pseudomonas_aeruginosa_152504.mat', 'Pseudomonas_aeruginosa_18A.mat', 'Pseudomonas_aeruginosa_19BR.mat', 'Pseudomonas_aeruginosa_213BR.mat', 'Pseudomonas_aeruginosa_2192.mat', 'Pseudomonas_aeruginosa_2_1_26.mat', 'Pseudomonas_aeruginosa_39016.mat', 'Pseudomonas_aeruginosa_9BR.mat', 'Pseudomonas_aeruginosa_AH16.mat', 'Pseudomonas_aeruginosa_ATCC_14886.mat', 'Pseudomonas_aeruginosa_B136_33.mat', 'Pseudomonas_aeruginosa_C3719.mat', 'Pseudomonas_aeruginosa_CI27.mat', 'Pseudomonas_aeruginosa_DK2.mat', 'Pseudomonas_aeruginosa_DQ8.mat', 'Pseudomonas_aeruginosa_E2.mat', 'Pseudomonas_aeruginosa_F22031.mat', 'Pseudomonas_aeruginosa_LCT_PA102.mat', 'Pseudomonas_aeruginosa_LESB58.mat', 'Pseudomonas_aeruginosa_M18.mat', 'Pseudomonas_aeruginosa_MPAO1_P1.mat', 'Pseudomonas_aeruginosa_MPAO1_P2.mat', 'Pseudomonas_aeruginosa_MRW44_1.mat', 'Pseudomonas_aeruginosa_MSH_10.mat', 'Pseudomonas_aeruginosa_NCGM2_S1.mat', 'Pseudomonas_aeruginosa_NCMG1179.mat', 'Pseudomonas_aeruginosa_PA14.mat', 'Pseudomonas_aeruginosa_PA21_ST175.mat', 'Pseudomonas_aeruginosa_PA45.mat', 'Pseudomonas_aeruginosa_PA7.mat', 'Pseudomonas_aeruginosa_PABL056.mat', 'Pseudomonas_aeruginosa_PACS2.mat', 'Pseudomonas_aeruginosa_PADK2_CF510.mat', 'Pseudomonas_aeruginosa_PAK.mat', 'Pseudomonas_aeruginosa_PAO1.mat', 'Pseudomonas_aeruginosa_PAO579.mat', 'Pseudomonas_aeruginosa_PGPR2.mat', 'Pseudomonas_aeruginosa_SJTD_1.mat', 'Pseudomonas_aeruginosa_UCBPP_PA14.mat', 'Pseudomonas_aeruginosa_XMG.mat', 'Pseudomonas_alcaliphila_34.mat', 'Pseudomonas_fluorescens_A506.mat', 'Pseudomonas_fluorescens_F113.mat', 'Pseudomonas_fluorescens_LMG_5329.mat', 'Pseudomonas_fluorescens_NCIMB_11764.mat', 'Pseudomonas_fluorescens_PfO_1.mat', 'Pseudomonas_fluorescens_Pf_5.mat', 'Pseudomonas_fluorescens_Q2_87.mat', 'Pseudomonas_fluorescens_Q8r1_96.mat', 'Pseudomonas_fluorescens_R124.mat', 'Pseudomonas_fluorescens_SBW25.mat', 'Pseudomonas_fluorescens_SS101.mat', 'Pseudomonas_fluorescens_UK4.mat', 'Pseudomonas_fluorescens_WH6.mat', 'Pseudomonas_fragi_A22.mat', 'Pseudomonas_fragi_B25.mat', 'Pseudomonas_fragi_F1794.mat', 'Pseudomonas_fragi_NBRC_3458.mat', 'Pseudomonas_massiliensis_DSM_29075.mat', 'Pseudomonas_mendocina_DLHK.mat', 'Pseudomonas_mendocina_EGD_AQ5.mat', 'Pseudomonas_mendocina_NBRC_14162.mat', 'Pseudomonas_mendocina_NEB698.mat', 'Pseudomonas_monteilii_NBRC_103158.mat', 'Pseudomonas_monteilii_QM.mat', 'Pseudomonas_monteilii_USDA_ARS_USMARC_56711.mat', 'Pseudomonas_nitroreducens_HBP1.mat', 'Pseudomonas_oleovorans_MOIL14HWK12.mat', 'Pseudomonas_otitidis_LNU_E_001.mat', 'Pseudomonas_psychrophila_HA_4.mat', 'Pseudomonas_psychrophila_RGCB_166.mat', 'Pseudomonas_putida_B001.mat', 'Pseudomonas_putida_B6_2.mat', 'Pseudomonas_putida_BIRD_1.mat', 'Pseudomonas_putida_DLL_E4.mat', 'Pseudomonas_putida_DOT_T1E.mat', 'Pseudomonas_putida_F1.mat', 'Pseudomonas_putida_GB_1.mat', 'Pseudomonas_putida_H8234.mat', 'Pseudomonas_putida_HB3267.mat', 'Pseudomonas_putida_KT2440.mat', 'Pseudomonas_putida_LS46.mat', 'Pseudomonas_putida_NB2011.mat', 'Pseudomonas_putida_NBRC_14164.mat', 'Pseudomonas_putida_ND6.mat', 'Pseudomonas_putida_PC2.mat', 'Pseudomonas_putida_S12.mat', 'Pseudomonas_putida_S16.mat', 'Pseudomonas_putida_SJTE_1.mat', 'Pseudomonas_putida_TRO1.mat', 'Pseudomonas_putida_W619.mat', 'Pseudomonas_sp_HPB0071.mat', 'Pseudomonas_stutzeri_28a24.mat', 'Pseudomonas_stutzeri_A1501.mat', 'Pseudomonas_stutzeri_ATCC_14405_CCUG_16156.mat', 'Pseudomonas_stutzeri_ATCC_17588_LMG_11199.mat', 'Pseudomonas_stutzeri_CCUG_29243.mat', 'Pseudomonas_stutzeri_DSM_10701.mat', 'Pseudomonas_stutzeri_DSM_4166.mat', 'Pseudomonas_stutzeri_KOS6.mat', 'Pseudomonas_stutzeri_NF13.mat', 'Pseudomonas_stutzeri_RCH2.mat', 'Pseudomonas_stutzeri_SDM_LAC.mat', 'Pseudomonas_stutzeri_SLG510A3_8.mat', 'Pseudomonas_stutzeri_T13.mat', 'Pseudomonas_stutzeri_TS44.mat', 'Pseudomonas_stutzeri_XLDN_R.mat']"
338,398,4,1.0599,Xanthomonas,"[{""dbtype"":""MVP"",""anno"":""assoc w/ 6 phage clusters"",""url"":""http://mvp.medgenius.info/microbes/338/Xanthomonas""}]",['Xanthomonas_massiliensis_CSUR_P2129.mat']
349,355,1,0.9454,Zoogloea,[],[]
357,7,2,0.0186,Agrobacterium,[],"['Agrobacterium_fabrum_str_C58.mat', 'Agrobacterium_tumefaciens_CCNWGS0286.mat', 'Agrobacterium_tumefaciens_F2.mat', 'Agrobacterium_tumefaciens_str_Cherry_2E_2_2.mat']"
374,482,5,1.2836,Bradyrhizobium,[],"['Bradyrhizobium_elkanii_USDA_76.mat', 'Bradyrhizobium_japonicum_E109.mat', 'Bradyrhizobium_japonicum_USDA_110.mat', 'Bradyrhizobium_japonicum_USDA_124.mat', 'Bradyrhizobium_japonicum_USDA_6.mat', 'Bradyrhizobium_japonicum_WSM2793.mat', 'Bradyrhizobium_yuanmingense_BR3267.mat', 'Bradyrhizobium_yuanmingense_CCBAU_05623.mat', 'Bradyrhizobium_yuanmingense_CCBAU_25021.mat', 'Bradyrhizobium_yuanmingense_CCBAU_35157.mat']"
379,378,5,1.0067,Rhizobium,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/379/Rhizobium""}]","['Rhizobium_giardinii_bv_giardinii_H152.mat', 'Rhizobium_leguminosarum_bv_phaseoli_4292.mat', 'Rhizobium_leguminosarum_bv_phaseoli_CCGM1.mat', 'Rhizobium_leguminosarum_bv_viciae_WSM1481.mat', 'Rhizobium_leguminosarum_Vaf_108.mat']"
404,5,2,0.0133,Methylobacillus,[],[]
407,392,5,1.0439,Methylobacterium,[],"['Methylobacterium_mesophilicum_SR1_6_6.mat', 'Methylobacterium_populi_BJ001.mat', 'Methylobacterium_radiotolerans_JCM_2831.mat']"
413,8,2,0.0213,Methylococcus,[],[]
416,2,1,0.0053,Methylomonas,[],[]
429,79,2,0.2104,Methylobacter,[],[]
434,25,3,0.0666,Acetobacter,[],[]
441,250,2,0.6658,Gluconobacter,[],[]
445,389,3,1.036,Legionella,[],[]
469,1606,33,4.277,Acinetobacter,"[{""url"":""http://mvp.medgenius.info/microbes/469/Acinetobacter"",""anno"":""assoc w/ 5 phage clusters"",""dbtype"":""MVP""}]","['Acinetobacter_baumannii_1656_2.mat', 'Acinetobacter_baumannii_3990.mat', 'Acinetobacter_baumannii_48055.mat', 'Acinetobacter_baumannii_53264.mat', 'Acinetobacter_baumannii_6013113.mat', 'Acinetobacter_baumannii_6013150.mat', 'Acinetobacter_baumannii_6014059.mat', 'Acinetobacter_baumannii_AA_014.mat', 'Acinetobacter_baumannii_AB0057.mat', 'Acinetobacter_baumannii_Ab11111.mat', 'Acinetobacter_baumannii_AB1H8.mat', 'Acinetobacter_baumannii_AB210.mat', 'Acinetobacter_baumannii_AB307_0294.mat', 'Acinetobacter_baumannii_AB31.mat', 'Acinetobacter_baumannii_Ab33333.mat', 'Acinetobacter_baumannii_AB405E4.mat', 'Acinetobacter_baumannii_Ab44444.mat', 'Acinetobacter_baumannii_AB4A3.mat', 'Acinetobacter_baumannii_AB5256.mat', 'Acinetobacter_baumannii_AB5711.mat', 'Acinetobacter_baumannii_AB900.mat', 'Acinetobacter_baumannii_ABIsac_ColiR.mat', 'Acinetobacter_baumannii_ABNIH1.mat', 'Acinetobacter_baumannii_ABNIH11.mat', 'Acinetobacter_baumannii_ABNIH14.mat', 'Acinetobacter_baumannii_ABNIH15.mat', 'Acinetobacter_baumannii_ABNIH16.mat', 'Acinetobacter_baumannii_ABNIH18.mat', 'Acinetobacter_baumannii_ABNIH19.mat', 'Acinetobacter_baumannii_ABNIH22.mat', 'Acinetobacter_baumannii_ABNIH23.mat', 'Acinetobacter_baumannii_ABNIH25.mat', 'Acinetobacter_baumannii_ABNIH26.mat', 'Acinetobacter_baumannii_ABNIH3.mat', 'Acinetobacter_baumannii_ABNIH4.mat', 'Acinetobacter_baumannii_ABNIH5.mat', 'Acinetobacter_baumannii_ABNIH6.mat', 'Acinetobacter_baumannii_AB_1536_8.mat', 'Acinetobacter_baumannii_AB_1582_8.mat', 'Acinetobacter_baumannii_AB_1594_8.mat', 'Acinetobacter_baumannii_AB_1595_8.mat', 'Acinetobacter_baumannii_AB_1649_8.mat', 'Acinetobacter_baumannii_AB_1650_8.mat', 'Acinetobacter_baumannii_AB_1766_8.mat', 'Acinetobacter_baumannii_AB_2007_09_110_01_7.mat', 'Acinetobacter_baumannii_AB_2007_16_25_01_7.mat', 'Acinetobacter_baumannii_AB_2007_16_27_01.mat', 'Acinetobacter_baumannii_AB_2008_15_34_7.mat', 'Acinetobacter_baumannii_AB_2008_15_45.mat', 'Acinetobacter_baumannii_AB_2008_15_52.mat', 'Acinetobacter_baumannii_AB_2008_15_69.mat', 'Acinetobacter_baumannii_AB_2008_15_70.mat', 'Acinetobacter_baumannii_AB_2008_15_71.mat', 'Acinetobacter_baumannii_AB_2008_23_01_01_7.mat', 'Acinetobacter_baumannii_AB_2008_23_07_01_7.mat', 'Acinetobacter_baumannii_AB_2009_04_01_7.mat', 'Acinetobacter_baumannii_AB_2009_04_02_7.mat', 'Acinetobacter_baumannii_AB_515_8.mat', 'Acinetobacter_baumannii_AB_908_12.mat', 'Acinetobacter_baumannii_AB_908_13.mat', 'Acinetobacter_baumannii_AB_909_01_7.mat', 'Acinetobacter_baumannii_AB_909_02_7.mat', 'Acinetobacter_baumannii_AB_909_05.mat', 'Acinetobacter_baumannii_AB_TG19617.mat', 'Acinetobacter_baumannii_AB_TG2018.mat', 'Acinetobacter_baumannii_AB_TG2022.mat', 'Acinetobacter_baumannii_AB_TG2023.mat', 'Acinetobacter_baumannii_AB_TG2026.mat', 'Acinetobacter_baumannii_AB_TG2028.mat', 'Acinetobacter_baumannii_AB_TG2030.mat', 'Acinetobacter_baumannii_AB_TG2031.mat', 'Acinetobacter_baumannii_AB_TG27335.mat', 'Acinetobacter_baumannii_AB_TG27339.mat', 'Acinetobacter_baumannii_AB_TG27343.mat', 'Acinetobacter_baumannii_AC12.mat', 'Acinetobacter_baumannii_AC30.mat', 'Acinetobacter_baumannii_ACICU.mat', 'Acinetobacter_baumannii_ANC_4097.mat', 'Acinetobacter_baumannii_ATCC_17978.mat', 'Acinetobacter_baumannii_ATCC_19606.mat', 'Acinetobacter_baumannii_AYE.mat', 'Acinetobacter_baumannii_BZICU_2.mat', 'Acinetobacter_baumannii_Canada_BC1.mat', 'Acinetobacter_baumannii_Canada_BC_5.mat', 'Acinetobacter_baumannii_IS_116.mat', 'Acinetobacter_baumannii_IS_123.mat', 'Acinetobacter_baumannii_IS_143.mat', 'Acinetobacter_baumannii_IS_235.mat', 'Acinetobacter_baumannii_IS_251.mat', 'Acinetobacter_baumannii_IS_58.mat', 'Acinetobacter_baumannii_LAC_4.mat', 'Acinetobacter_baumannii_MDR_TJ.mat', 'Acinetobacter_baumannii_MDR_ZJ06.mat', 'Acinetobacter_baumannii_MSP4_16.mat', 'Acinetobacter_baumannii_Naval_113.mat', 'Acinetobacter_baumannii_Naval_13.mat', 'Acinetobacter_baumannii_Naval_17.mat', 'Acinetobacter_baumannii_Naval_18.mat', 'Acinetobacter_baumannii_Naval_2.mat', 'Acinetobacter_baumannii_Naval_21.mat', 'Acinetobacter_baumannii_Naval_57.mat', 'Acinetobacter_baumannii_Naval_72.mat', 'Acinetobacter_baumannii_Naval_78.mat', 'Acinetobacter_baumannii_Naval_81.mat', 'Acinetobacter_baumannii_Naval_82.mat', 'Acinetobacter_baumannii_Naval_83.mat', 'Acinetobacter_baumannii_NIPH_1362.mat', 'Acinetobacter_baumannii_NIPH_146.mat', 'Acinetobacter_baumannii_NIPH_1669.mat', 'Acinetobacter_baumannii_NIPH_1734.mat', 'Acinetobacter_baumannii_NIPH_190.mat', 'Acinetobacter_baumannii_NIPH_201.mat', 'Acinetobacter_baumannii_NIPH_2061.mat', 'Acinetobacter_baumannii_NIPH_24.mat', 'Acinetobacter_baumannii_NIPH_290.mat', 'Acinetobacter_baumannii_NIPH_329.mat', 'Acinetobacter_baumannii_NIPH_335.mat', 'Acinetobacter_baumannii_NIPH_410.mat', 'Acinetobacter_baumannii_NIPH_527.mat', 'Acinetobacter_baumannii_NIPH_528.mat', 'Acinetobacter_baumannii_NIPH_60.mat', 'Acinetobacter_baumannii_NIPH_601.mat', 'Acinetobacter_baumannii_NIPH_615.mat', 'Acinetobacter_baumannii_NIPH_67.mat', 'Acinetobacter_baumannii_NIPH_70.mat', 'Acinetobacter_baumannii_NIPH_80.mat', 'Acinetobacter_baumannii_OIFC0162.mat', 'Acinetobacter_baumannii_OIFC032.mat', 'Acinetobacter_baumannii_OIFC035.mat', 'Acinetobacter_baumannii_OIFC047.mat', 'Acinetobacter_baumannii_OIFC065.mat', 'Acinetobacter_baumannii_OIFC074.mat', 'Acinetobacter_baumannii_OIFC087.mat', 'Acinetobacter_baumannii_OIFC098.mat', 'Acinetobacter_baumannii_OIFC099.mat', 'Acinetobacter_baumannii_OIFC109.mat', 'Acinetobacter_baumannii_OIFC110.mat', 'Acinetobacter_baumannii_OIFC111.mat', 'Acinetobacter_baumannii_OIFC137.mat', 'Acinetobacter_baumannii_OIFC143.mat', 'Acinetobacter_baumannii_OIFC180.mat', 'Acinetobacter_baumannii_OIFC189.mat', 'Acinetobacter_baumannii_OIFC338.mat', 'Acinetobacter_baumannii_SDF.mat', 'Acinetobacter_baumannii_TCDC_AB0715.mat', 'Acinetobacter_baumannii_TYTH_1.mat', 'Acinetobacter_baumannii_UMB001.mat', 'Acinetobacter_baumannii_UMB003.mat', 'Acinetobacter_baumannii_W7282.mat', 'Acinetobacter_baumannii_WC_348.mat', 'Acinetobacter_baumannii_WC_692.mat', 'Acinetobacter_baumannii_WC_A_694.mat', 'Acinetobacter_baumannii_WC_A_92.mat', 'Acinetobacter_baumannii_WM99c.mat', 'Acinetobacter_baumannii_ZWS1122.mat', 'Acinetobacter_baumannii_ZWS1219.mat', 'Acinetobacter_calcoaceticus_ANC_3680.mat', 'Acinetobacter_calcoaceticus_ANC_3811.mat', 'Acinetobacter_calcoaceticus_DSM_30006_CIP_81_8.mat', 'Acinetobacter_calcoaceticus_NIPH_13.mat', 'Acinetobacter_calcoaceticus_PHEA_2.mat', 'Acinetobacter_calcoaceticus_RUH2202.mat', 'Acinetobacter_calcoaceticus_subsp_anitratus_XM1570.mat', 'Acinetobacter_calcoaceticus_TG19585.mat', 'Acinetobacter_calcoaceticus_TG19588.mat', 'Acinetobacter_calcoaceticus_TG19593.mat', 'Acinetobacter_guillouiae_CIP_63_46.mat', 'Acinetobacter_guillouiae_KCTC_23200.mat', 'Acinetobacter_guillouiae_MSP4_18.mat', 'Acinetobacter_guillouiae_NIPH_991.mat', 'Acinetobacter_haemolyticus_ATCC_19194.mat', 'Acinetobacter_haemolyticus_CIP_64_3.mat', 'Acinetobacter_haemolyticus_NIPH_261.mat', 'Acinetobacter_haemolyticus_TG19599.mat', 'Acinetobacter_haemolyticus_TG21157.mat', 'Acinetobacter_johnsonii_ANC_3681.mat', 'Acinetobacter_johnsonii_CIP_64_6.mat', 'Acinetobacter_johnsonii_SH046.mat', 'Acinetobacter_junii_CIP_107470.mat', 'Acinetobacter_junii_CIP_64_5.mat', 'Acinetobacter_junii_NIPH_182.mat', 'Acinetobacter_junii_SH205.mat', 'Acinetobacter_lwoffii_CIP_70_31.mat', 'Acinetobacter_lwoffii_ERR2221242.mat', 'Acinetobacter_lwoffii_NCTC_5866.mat', 'Acinetobacter_lwoffii_NIPH_478.mat', 'Acinetobacter_lwoffii_NIPH_715.mat', 'Acinetobacter_lwoffii_SH145.mat', 'Acinetobacter_lwoffii_TG19636.mat', 'Acinetobacter_lwoffii_WJ10621.mat', 'Acinetobacter_nosocomialis_NIPH_2119.mat', 'Acinetobacter_nosocomialis_WC_487.mat', 'Acinetobacter_pittii_ANC_3678.mat', 'Acinetobacter_pittii_ANC_4050.mat', 'Acinetobacter_pittii_ANC_4052.mat', 'Acinetobacter_pittii_AP_882.mat', 'Acinetobacter_pittii_CIP_70_29.mat', 'Acinetobacter_pittii_D499.mat', 'Acinetobacter_pittii_IEC338SC.mat', 'Acinetobacter_pittii_TG6411.mat', 'Acinetobacter_pittii_WC_136.mat', 'Acinetobacter_radioresistens_DSM_6976.mat', 'Acinetobacter_radioresistens_NIPH_2130.mat', 'Acinetobacter_radioresistens_SH164.mat', 'Acinetobacter_radioresistens_SK82.mat', 'Acinetobacter_radioresistens_TG02010.mat', 'Acinetobacter_radioresistens_WC_A_157.mat', 'Acinetobacter_sp_ATCC_27244.mat', 'Acinetobacter_sp_OIFC021.mat', 'Acinetobacter_sp_RUH2624.mat', 'Acinetobacter_sp_SH024.mat', 'Acinetobacter_sp_WC_141.mat', 'Acinetobacter_sp_WC_323.mat']"
475,498,7,1.3262,Moraxella,[],"['Moraxella_bovoculi_22581.mat', 'Moraxella_bovoculi_237.mat', 'Moraxella_canis_CCUG_8415A_8415T1.mat', 'Moraxella_catarrhalis_101P30B1.mat', 'Moraxella_catarrhalis_103P14B1.mat', 'Moraxella_catarrhalis_12P80B1.mat', 'Moraxella_catarrhalis_25240.mat', 'Moraxella_catarrhalis_46P47B1.mat', 'Moraxella_catarrhalis_7169.mat', 'Moraxella_catarrhalis_BC1.mat', 'Moraxella_catarrhalis_BC7.mat', 'Moraxella_catarrhalis_BC8.mat', 'Moraxella_catarrhalis_CO72.mat', 'Moraxella_catarrhalis_O35E.mat', 'Moraxella_catarrhalis_RH4.mat']"
482,1378,25,3.6698,Neisseria,[],"['Neisseria_bacilliformis_914_NLAC_0_29744_674333.mat', 'Neisseria_bacilliformis_ATCC_BAA_1200.mat', 'Neisseria_cinerea_ATCC_14685.mat', 'Neisseria_elongata_subsp_glycolytica_ATCC_29315.mat', 'Neisseria_flavescens_NRL30031_H210.mat', 'Neisseria_flavescens_SK114.mat', 'Neisseria_lactamica_ATCC_23970.mat', 'Neisseria_macacae_ATCC_33926.mat', 'Neisseria_meningitidis_2842STDY5881431.mat', 'Neisseria_meningitidis_ATCC_13091.mat', 'Neisseria_mucosa_ATCC_25996.mat', 'Neisseria_mucosa_C102.mat', 'Neisseria_shayeganii_871.mat', 'Neisseria_sicca_4320.mat', 'Neisseria_sicca_ATCC_29256.mat', 'Neisseria_sicca_C2010005502.mat', 'Neisseria_sicca_VK64.mat', 'Neisseria_subflava_NJ9703.mat']"
497,385,3,1.0253,Psychrobacter,[],[]
499,25,1,0.0666,Thermomicrobium,[],[]
507,4,2,0.0107,Alcaligenes,[],"['Alcaligenes_faecalis_NBIB_017.mat', 'Alcaligenes_faecalis_subsp_faecalis_NBRC_13111.mat', 'Alcaligenes_faecalis_subsp_faecalis_NCIB_8687.mat', 'Alcaligenes_faecalis_ZD02.mat']"
517,55,4,0.1465,Bordetella,"[{""url"":""http://mvp.medgenius.info/microbes/517/Bordetella"",""dbtype"":""MVP"",""anno"":""assoc w/ 1 phage clusters""}]","['Bordetella_hinzii_F582.mat', 'Bordetella_hinzii_OH87_BAL007II.mat']"
528,115,8,0.3063,Ochrobactrum,[],"['Ochrobactrum_anthropi_ATCC_49188.mat', 'Ochrobactrum_anthropi_CTS_325.mat', 'Ochrobactrum_anthropi_FRAF13.mat', 'Ochrobactrum_intermedium_LMG_3301.mat']"
532,2,1,0.0053,Beijerinckia,[],[]
535,2,1,0.0053,Chromobacterium,[],[]
538,375,14,0.9987,Eikenella,[],['Eikenella_corrodens_ATCC_23834.mat']
541,3,1,0.008,Zymomonas,[],[]
544,2640,45,7.0306,Citrobacter,"[{""url"":""http://mvp.medgenius.info/microbes/544/Citrobacter"",""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP""}]","['Citrobacter_amalonaticus_FDAARGOS_122.mat', 'Citrobacter_amalonaticus_FDAARGOS_166.mat', 'Citrobacter_amalonaticus_Y19.mat', 'Citrobacter_amalonaticus_YG6.mat', 'Citrobacter_amalonaticus_YG8.mat', 'Citrobacter_freundii_4_7_47CFAA.mat', 'Citrobacter_freundii_ATCC_8090.mat', 'Citrobacter_freundii_ERR2221339.mat', 'Citrobacter_freundii_FDAARGOS_61.mat', 'Citrobacter_freundii_FDAARGOS_73.mat', 'Citrobacter_freundii_GTC_09479.mat', 'Citrobacter_freundii_GTC_09629.mat', 'Citrobacter_freundii_str_ballerup_7851_39.mat', 'Citrobacter_freundii_UCI_31.mat', 'Citrobacter_koseri_ATCC_BAA_895.mat', 'Citrobacter_koseri_FDAARGOS_164.mat', 'Citrobacter_nov_ERR2221352.mat', 'Citrobacter_portucalensis_P10159.mat', 'Citrobacter_rodentium_ICC168.mat', 'Citrobacter_sp_30_2.mat', 'Citrobacter_sp_A1.mat', 'Citrobacter_sp_KTE151.mat', 'Citrobacter_sp_KTE30.mat', 'Citrobacter_sp_KTE32.mat', 'Citrobacter_sp_L17.mat', 'Citrobacter_youngae_ATCC_29220.mat']"
547,3051,38,8.1252,Enterobacter,"[{""anno"":""assoc w/ 3 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/547/Enterobacter""}]","['Enterobacter_aerogenes_EA1509E.mat', 'Enterobacter_aerogenes_ERR2221162.mat', 'Enterobacter_aerogenes_FGI35.mat', 'Enterobacter_aerogenes_KCTC_2190.mat', 'Enterobacter_asburiae_L1.mat', 'Enterobacter_asburiae_LF7a.mat', 'Enterobacter_cancerogenus_ATCC_35316.mat', 'Enterobacter_cloacae_EcWSU1.mat', 'Enterobacter_cloacae_ERR2221114.mat', 'Enterobacter_cloacae_ERR2221117.mat', 'Enterobacter_cloacae_ERR2221156.mat', 'Enterobacter_cloacae_ERR2221157.mat', 'Enterobacter_cloacae_ERR2221194.mat', 'Enterobacter_cloacae_GGT036.mat', 'Enterobacter_cloacae_subsp_cloacae_08XA1.mat', 'Enterobacter_cloacae_subsp_cloacae_ATCC_13047.mat', 'Enterobacter_cloacae_subsp_cloacae_ENHKU01.mat', 'Enterobacter_cloacae_subsp_cloacae_GS1.mat', 'Enterobacter_cloacae_subsp_dissolvens_SDM.mat', 'Enterobacter_hormaechei_ATCC_49162.mat', 'Enterobacter_hormaechei_FDAARGOS_68.mat', 'Enterobacter_hormaechei_YT2.mat', 'Enterobacter_hormaechei_YT3.mat', 'Enterobacter_lignolyticus_G5.mat', 'Enterobacter_lignolyticus_SCF1.mat', 'Enterobacter_ludwigii_UW5.mat', 'Enterobacter_mori_800721_17.mat', 'Enterobacter_mori_LMG_25706.mat', 'Enterobacter_nov_ERR2221249.mat', 'Enterobacter_nov_ERR2221289.mat', 'Enterobacter_nov_ERR2221350.mat', 'Enterobacter_nov_ERR2221354.mat', 'Enterobacter_roggenkampii_35734.mat', 'Enterobacter_sp_MGH_8.mat', 'Enterobacter_timonensis_DSM_101775.mat']"
551,4,2,0.0107,Erwinia,"[{""url"":""http://mvp.medgenius.info/microbes/551/Erwinia"",""dbtype"":""MVP"",""anno"":""assoc w/ 2 phage clusters""}]","['Erwinia_psidii_IBSBF_435.mat', 'Erwinia_rhapontici_BIGb0435.mat']"
